"Facility Name","Location Type","Operator","Status","Open","Hours of Operation","Accessibility","Restroom Type","Changing Stations","Additional Notes","Website","Latitude","Longitude","Location"
"Windsor Terrace Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Partially Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.bklynlibrary.org/locations/windsor-terrace","40.648758","-73.97676","POINT (-73.97676 40.648758)"
"Augustus St. Gaudens Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Partially Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.73564","-73.9821","POINT (-73.9821 40.73564)"
"Sgt. William Dougherty Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.72353","-73.937","POINT (-73.937 40.72353)"
"Macomb's Bridge Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/macombs-bridge","40.825536","-73.935349","POINT (-73.935349 40.825536)"
"Burns Playground","Park","NYC Parks","Not Operational",,,"Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.86295","-73.8366","POINT (-73.8366 40.86295)"
"210 St Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.73924","-73.7651","POINT (-73.7651 40.73924)"
"Linden Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.65826","-73.8875","POINT (-73.8875 40.65826)"
"Pink Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.6665","-73.8625","POINT (-73.8625 40.6665)"
"Flushing Meadows Grand Bay","Park","NYC Parks Concessionaire","Operational","Year Round","9:00am-5:00pm","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.761118","-73.857545","POINT (-73.857545 40.761118)"
"Red Hook Library, BPL","Library","BPL","Operational","Year Round","10 am to 5 pm on weedays","Limited Accessibility","Single-Stall All Gender Restroom(s)",,"Red Hook Library is in a temporary interim space 362 Van Brunt Street
Brooklyn, NY 11231","https://www.bklynlibrary.org/locations/red-hook","40.675249","-74.010344","POINT (-74.010344 40.675249)"
"MacArthur Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.75241","-73.965","POINT (-73.965 40.75241)"
"Loreto Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.84886","-73.852","POINT (-73.852 40.84886)"
"Fidler-Wyckoff House Park","Park","NYC Parks","Operational","Year Round","Tuesday-Saturday","Fully Accessible",,,,,"40.64469","-73.9209","POINT (-73.9209 40.64469)"
"Marine Park Golf Course","Park","NYC Parks Concessionaire","Operational","Year Round","6:00am-7:00pm Daily","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.599348","-73.912962","POINT (-73.912962 40.599348)"
"Hester St Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.71673","-73.9941","POINT (-73.9941 40.71673)"
"Adams Street Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.bklynlibrary.org/locations/adams-street","40.704143","-73.987999","POINT (-73.987999 40.704143)"
"St. Andrew's Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.67881","-73.942","POINT (-73.942 40.67881)"
"Grand Central Parkway Gas","Park","NYC Parks Concessionaire","Operational","Year Round","24 Hours","Not Accessible","Both Single-Stall All Gender and Multi-Stall W/M","No",,,"40.767711","-73.865189","POINT (-73.865189 40.767711)"
"Crocheron Park Zone 1","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.77205","-73.7694","POINT (-73.7694 40.77205)"
"Mazzei Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.86251","-73.8582","POINT (-73.8582 40.86251)"
"Haggerty Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.71314","-73.7581","POINT (-73.7581 40.71314)"
"227th Street Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.89083","-73.8641","POINT (-73.8641 40.89083)"
"Albert J. Parham Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.69023","-73.9705","POINT (-73.9705 40.69023)"
"Clearview Golf Course","Park","NYC Parks Concessionaire","Operational","Year Round","6:00am-8:00pm Daily","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.781915","-73.788413","POINT (-73.788413 40.781915)"
"Bethesda Terrace","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally",,,"No",,,"40.77352","-73.9711","POINT (-73.9711 40.77352)"
"Murray Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.74726","-73.9489","POINT (-73.9489 40.74726)"
"60 Wall Street POPS","Privately Owned Public Space","Cushman & Wakefield Inc.","Closed for Construction","Year Round","Everyday 7:00 am-10:00 pm",,,,,,"40.706249","-74.008506","POINT (-74.008506 40.706249)"
"Clason's Point Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/clasons-point","40.830001","-73.875022","POINT (-73.875022 40.830001)"
"Henry Hudson Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.88106","-73.9206","POINT (-73.9206 40.88106)"
"Van Cortlandt Stadium","Park","NYC Parks","Not Operational",,,"Fully Accessible","Multi-Stall W/M Restrooms","""N/A, restrooms closed""",,,"40.88829","-73.8981","POINT (-73.8981 40.88829)"
"Arthur Kill Restaurant","Park","NYC Parks Concessionaire","Operational","Seasonal","12:00pm-10:00pm","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.561117","-74.168707","POINT (-74.168707 40.561117)"
"Alley Athletic Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","""Yes, in men's restroom only""",,,"40.74","-73.7342","POINT (-73.7342 40.74)"
"Stars & Stripes Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.88556","-73.8392","POINT (-73.8392 40.88556)"
"Levy Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.63381","-74.1291","POINT (-74.1291 40.63381)"
"Bush Terminal Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.65335","-74.0192","POINT (-74.0192 40.65335)"
"Playground 286","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.59061","-73.9385","POINT (-73.9385 40.59061)"
"Coney Island Beach Zone 7a","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.57167","-73.9923","POINT (-73.9923 40.57167)"
"Spirit Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.76139","-73.9413","POINT (-73.9413 40.76139)"
"Long Island City Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes",,"https://www.queenslibrary.org/about-us/locations/long-island-city","40.757812","-73.939311","POINT (-73.939311 40.757812)"
"Spring Creek Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.bklynlibrary.org/locations/spring-creek","40.653218","-73.885868","POINT (-73.885868 40.653218)"
"Equity Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.69139","-73.8536","POINT (-73.8536 40.69139)"
"Mulberry Street Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm
Wednesday: 11:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","""Yes, in single-stall all gender restroom only""",,"https://www.nypl.org/locations/mulberry-street","40.724148","-73.995686","POINT (-73.995686 40.724148)"
"Fred Samuel Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.81735","-73.939","POINT (-73.939 40.81735)"
"Meadow Lake NE","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.73586","-73.8385","POINT (-73.8385 40.73586)"
"Willowbrook Park Recreational Area","Park","NYC Parks","Not Operational",,,"Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.60417","-74.1586","POINT (-74.1586 40.60417)"
"Central Park Ice Rinks","Park","NYC Parks Concessionaire","Operational","Year Round","M-T 10:00am-2:20pm W-S 10:00am-10:00pm","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.767815","-73.97449","POINT (-73.97449 40.767815)"
"Morningside Park Zone 1","Park","NYC Parks","Not Operational",,,"Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.80247","-73.959","POINT (-73.959 40.80247)"
"Belmont Library and Enrico Fermi Cultural Center, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","No",,"https://www.nypl.org/locations/belmont","40.854353","-73.887884","POINT (-73.887884 40.854353)"
"Seward Park","Park","NYC Parks","Not Operational",,,"Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.71472","-73.9891","POINT (-73.9891 40.71472)"
"Admiral Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","""Yes, in men's restroom only""",,,"40.77093","-73.7376","POINT (-73.7376 40.77093)"
"Ehrenreich-Austin Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.71579","-73.837","POINT (-73.837 40.71579)"
"Inwood Hill Park Zone 2","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.87401","-73.9201","POINT (-73.9201 40.87401)"
"53rd Street Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 11:00 am - 6:00 pm 
Tuesday: 11:00 am - 6:00 pm 
Wednesday: 11:00 am - 6:00 pm 
Thursday: 11:00 am - 6:00 pm 
Friday: 11:00 am - 6:00 pm 
Saturday: 11:00 am - 6:00 pm","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M",,,"https://www.nypl.org/locations/53rd-street","40.760815","-73.977365","POINT (-73.977365 40.760815)"
"Seton Park Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.88617","-73.9171","POINT (-73.9171 40.88617)"
"Walker Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.64373","-74.1088","POINT (-74.1088 40.64373)"
"Frawleys' Run","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"""Yes, in women's restroom only""",,,"40.79707","-73.9515","POINT (-73.9515 40.79707)"
"Seaside Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.58072","-73.8305","POINT (-73.8305 40.58072)"
"Gravesend Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.62398","-73.9849","POINT (-73.9849 40.62398)"
"Plaza de Las Americas APT","Public Plaza","NYC DOT/JCDecaux","Operational","Year Round","8am-8pm","Fully Accessible","Single-Stall All Gender Restroom(s)","No","This unit costs $.25 to use.","https://portal.311.nyc.gov/article/?kanumber=KA-02226","40.84593","-73.937997","POINT (-73.937997 40.84593)"
"Sarsfield Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.62034","-73.9372","POINT (-73.9372 40.62034)"
"Hudson River Park Pier 97 - Portaloo","Park","Hudson River Park","Operational","Year Round","6am - 1am","Fully Accessible",,,,,"40.771441","-73.995107","POINT (-73.995107 40.771441)"
"Schmul Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.59011","-74.1879","POINT (-74.1879 40.59011)"
"Taylor Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.83902","-73.8662","POINT (-73.8662 40.83902)"
"Harvey Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.7829","-73.8236","POINT (-73.8236 40.7829)"
"Huguenot Park Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm  
Wednesday: 10:00 am - 6:00 pm   
Thursday: 10:00 am - 6:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/huguenot-park","40.534087","-74.19323","POINT (-74.19323 40.534087)"
"College Point Fields","Park","NYC Parks","Not Operational",,,"Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.77582","-73.8373","POINT (-73.8373 40.77582)"
"Queens Valley Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.72191","-73.8239","POINT (-73.8239 40.72191)"
"Ferry Point Park Zone 4","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.82017","-73.8263","POINT (-73.8263 40.82017)"
"Breukelen Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.65373","-73.894","POINT (-73.894 40.65373)"
"Roebling Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.70611","-73.9624","POINT (-73.9624 40.70611)"
"645 Fifth Avenue POPS","Privately Owned Public Space","Oxford Properties","Operational","Year Round","Everyday 8:00 am-10:00 pm","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.759207","-73.976087","POINT (-73.976087 40.759207)"
"Brownsville Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.bklynlibrary.org/locations/brownsville","40.671535","-73.908605","POINT (-73.908605 40.671535)"
"Rosedale Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes",,"https://www.queenslibrary.org/about-us/locations/rosedale","40.659972","-73.739912","POINT (-73.739912 40.659972)"
"Midland Beach Zone 4","Park","NYC Parks","Not Operational",,,,,,,,"40.57395","-74.0836","POINT (-74.0836 40.57395)"
"Crown Heights Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.bklynlibrary.org/locations/crown-heights","40.661198","-73.948104","POINT (-73.948104 40.661198)"
"Mill Basin Marina","Park","NYC Parks Concessionaire","Operational","Year Round","9:00am-5:00pm","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.612465","-73.901723","POINT (-73.901723 40.612465)"
"Jackson Heights Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Both Single-Stall All Gender and Multi-Stall W/M","""Yes, in single-stall all gender restroom only""","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/jackson-heights","40.750204","-73.885071","POINT (-73.885071 40.750204)"
"Owl's Head Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.6393","-74.032","POINT (-74.032 40.6393)"
"Sperandeo Brothers Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.67763","-73.8843","POINT (-73.8843 40.67763)"
"Abigail Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.81732","-73.9048","POINT (-73.9048 40.81732)"
"Corlears Hook Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.71175","-73.9798","POINT (-73.9798 40.71175)"
"Highland Park Zone 2","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.68316","-73.8929","POINT (-73.8929 40.68316)"
"Sheepshead Bay Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Partially Accessible","Multi-Stall W/M Restrooms","No",,"https://www.bklynlibrary.org/locations/sheepshead-bay","40.587022","-73.955375","POINT (-73.955375 40.587022)"
"Raymond O’Connor Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","No",,,"40.77101","-73.779","POINT (-73.779 40.77101)"
"Captain Tilly Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.71144","-73.7982","POINT (-73.7982 40.71144)"
"Dutch Kills Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.75774","-73.9335","POINT (-73.9335 40.75774)"
"Baisley Park Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/baisley-park","40.68032","-73.79168","POINT (-73.79168 40.68032)"
"Canarsie Park Zone 1","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.62897","-73.896","POINT (-73.896 40.62897)"
"Langston Hughes Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.81221","-73.9464","POINT (-73.9464 40.81221)"
"Middle Village Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/middle-village","40.712942","-73.880861","POINT (-73.880861 40.712942)"
"Mill Pond Indoor Tennis","Park","NYC Parks Concessionaire","Operational","Year Round","Park Hours",,,,,,"40.824175","-73.931564","POINT (-73.931564 40.824175)"
"Washington Heights Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/washington-heights","40.834557","-73.939712","POINT (-73.939712 40.834557)"
"E.M.T. Christopher J. Prescott Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.52249","-74.1858","POINT (-74.1858 40.52249)"
"Canarsie Park Zone 2","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,,,,"40.626151","-73.900317","POINT (-73.900317 40.626151)"
"Rockaway Community Playground","Park","NYC Parks","Not Operational",,,,,,,,"40.5983","-73.7848","POINT (-73.7848 40.5983)"
"Surf Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.57367","-73.9927","POINT (-73.9927 40.57367)"
"City Island Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 6:00 pm
Wednesday: 11:00 am - 6:00 pm
Thursday: 11:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/city-island","40.8477","-73.786368","POINT (-73.786368 40.8477)"
"Tavern On The Green","Park","NYC Parks Concessionaire","Operational","Year Round","6:00am-1:00am","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","""Yes, in single-stall all gender restroom only""",,,"40.772206","-73.977781","POINT (-73.977781 40.772206)"
"Dry Harbor Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.70232","-73.8681","POINT (-73.8681 40.70232)"
"Baychester Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","No",,"https://www.nypl.org/locations/baychester","40.870762","-73.829317","POINT (-73.829317 40.870762)"
"61 West 62nd Street POPS","Privately Owned Public Space","Lincoln Center for the Performing Arts","Operational","Year Round","Monday to Friday: 8:00 am-10:00 pm; Saturday & Sunday: 9:00 am-10:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes","Located within the David Rubenstein Atrium at Lincoln Center.",,"40.771123","-73.982838","POINT (-73.982838 40.771123)"
"Hillcrest Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed
Monday: 10:00 am - 6:00 pm
Tuesday: 1:00 pm - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 12:00 pm - 8:00 pm
Friday: 10:00 am - 6:00 pm
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","""Yes, in single-stall all gender restroom only""","Only one restroom is partially ADA compliant.  One rest room requires a key another does not.","https://www.queenslibrary.org/about-us/locations/hillcrest","40.729263","-73.781921","POINT (-73.781921 40.729263)"
"Pierrepont Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.69635","-73.9976","POINT (-73.9976 40.69635)"
"Conference House Park Zone 2","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.50228","-74.2517","POINT (-74.2517 40.50228)"
"Martin Luther King, Jr. Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.800334","-73.950318","POINT (-73.950318 40.800334)"
